vhi,cas,erf,ingredient_risk,allergen_count,ingredient_count,ingredients,target
0.5822726127883038,0.4653403375911693,0.4824619936005922,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",1
0.3395197549638443,0.28546007752911956,0.280605697927674,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.5319307402729099,0.8098456595572132,0.4216219263664863,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.4319488175982221,0.5089124884264741,0.2909951479196721,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.28908232382537724,0.6368847287091715,0.5523018325131012,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.3397095862100782,0.564425901542774,0.38351160400596346,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.8883202004377648,0.5021288745053952,0.2748305516231897,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.6395994031149177,0.8218375150480874,0.6837244741012073,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.38602265022188686,0.4220496934500505,0.2961532928907845,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.35219649343986437,0.677030189362881,0.45111100663826986,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",1
0.6564324925410351,0.7176253135788763,0.939280796172193,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.6745936979896794,0.3520923759936272,0.03094981823911197,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",1
0.5252356931676566,0.42758064018803843,0.46902600498839525,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.628268742140162,0.5182730325922624,0.2721561743783214,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.5903191408527023,0.9035859827159767,0.5286603947240349,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.5101267922629527,0.3130112467165951,0.2876743123088782,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",1
0.4521503977396105,0.7176978407472691,0.3013560208208542,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.6692911738990553,0.5186724204683819,0.49103224425020453,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.5181029735386595,0.3048788472465504,0.21885373364968375,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.8842364261538782,0.5819983227146877,0.47389956825582585,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.6394888502454941,0.4678145538332526,0.7433835162131756,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.8764360785592785,0.5866468874443813,0.23061681302148995,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.9102598297409934,0.5140961573434799,0.4156987893500827,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",1
0.4007317772321721,0.37105459620883474,0.6415318948315898,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",2
0.5705802782655878,0.6175149097597867,0.8096460094890177,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.7159089827898344,0.13996557979379554,0.4892819515753741,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.4419325739528248,0.48317531185983764,0.701498559318323,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.6055136686669951,0.4531661133332843,0.42791191924036864,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.8407316593396938,0.5190988641500199,0.34689262543244537,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",1
0.6436494224288198,0.5853146716907422,0.26143462410865936,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",1
1.0,0.9253689222563342,0.3122864628770596,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",0
0.3365804396693394,0.43185859720730274,0.569433100789875,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.4822536407877966,0.12054219405226907,0.4642134974801203,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",1
0.5047009030741068,0.3746278443664824,0.47926223806443746,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",1
0.9832644801650936,0.2925154837451938,0.2587071727399793,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
1.0,0.3156866742349317,0.4189852295066333,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",1
0.4223657258829172,0.5009444308115781,0.6710142667335837,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.5322919071785821,0.5232354070967918,0.197522922158604,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",1
0.641790580132726,0.4389345562361968,0.6037384749599306,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.6279772789803238,0.6203512816798408,0.5116941764671308,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",1
0.6569689671011955,0.5305426803173021,0.9604970279647309,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.6694523794601701,0.39738855806104656,0.25526947616364803,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",1
0.68642581261049,0.20108280260516148,0.7040364659427998,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",2
0.4001224768053939,0.45569503851001025,0.5580177849584343,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",2
0.581372111748127,0.49960452435862296,0.5335637526625431,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.13800148063236645,0.5026299470980632,0.5388327327019383,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.2837900791538551,0.615599096742822,0.8800170471161207,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",2
0.7554890424656738,0.4842949553754213,0.4865086439176536,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.8340080270458126,0.6665310483975415,0.8811085531901877,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.6790356022073237,0.8987869052335584,0.5965784949224258,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",1
0.6119782468546568,0.41051523533994466,0.7177084656108677,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.740823061635179,0.5118697884989681,0.7576743605628102,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.731539444404956,0.23559194886935186,0.4852703019623958,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",1
0.5067096283740705,0.8522456866553444,0.6402574383974932,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.6059007767177269,0.30668797012377447,0.35234913897275216,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.8079561664992053,0.671752294444888,0.0,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",0
0.6745002513670847,0.8732419363302415,0.04608757910295658,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",0
0.7063631381028038,0.23368112010921155,0.824708790571772,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.497230140926077,0.7127527379932421,0.7350637423175884,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.6421921606857652,0.6040686478563452,0.31006404175733604,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",1
0.6690108955836291,0.749964849382059,0.26712206196474997,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.8666619985786151,0.4012823542374872,0.31910499619612953,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",1
0.6020566900009187,0.8157921180873979,0.6884946761646359,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.6997409702383368,1.0,0.4548644284494703,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",0
0.5176141024277714,0.5715760888686067,0.7881011506693159,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.3747035014608949,0.2297444125762293,0.3252900161944068,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.6497293522791396,0.26744682322152674,0.0,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",1
0.5150803139450996,0.6418771543433224,0.6544297977686795,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.6412580473407123,0.6560129411202934,0.34497188216862584,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",1
0.6354196973982523,0.7141056950834839,0.4133769421105941,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",1
0.5788424098809365,0.7159038084048146,0.06152671836808571,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",0
0.33320662846029225,0.08327677603033906,0.35078182316586115,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",2
0.6356022147495334,0.7678434993421586,0.7920909490988921,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.8436454601224914,0.5684253316868219,0.3157723907579584,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",0
0.4401359063279425,0.4783966623851142,0.6767887042632923,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.35120732723213277,0.6285654936519838,0.27108033338534243,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.2704369513474445,0.735659398313697,0.36689984318207913,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.40744456596785583,0.4191433446624889,0.5941358969528818,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.6651459337071919,0.8141323311056334,0.42458704680983655,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",0
0.7921000349829569,0.48370236558054913,0.745210337807023,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.6627796609283331,0.94020251202526,0.9569357163918257,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.6288343067970735,0.7652480314932771,0.31395457279118366,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",1
0.6565034780623596,0.38332623881011885,0.15029515147202682,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",0
0.3988708596618706,0.45826494301213344,0.4354978509372724,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.4268235990585071,0.6195416904901915,0.4104427880029285,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.6333586168947687,0.6738342233950787,0.42536313354551664,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.6011410312252083,1.0,0.5490775433775605,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.6164736320711774,0.6661554190659594,0.4875076972336079,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.6774542446123596,0.3796925621628464,0.6464287519889544,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",2
0.6659756533027014,0.4927502532888617,0.5998724274479131,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.2703469048412777,0.4828785263762708,0.06202136107272049,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",1
0.8454952013665037,0.7290369963943373,0.3417143486773461,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.5021708085721257,1.0,0.5956745397220025,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",1
0.6837144377100551,0.23780832940111146,0.4345888602065202,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",1
0.7423451019042144,0.6189290452472105,0.6470317239837593,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",1
0.7616067735138986,0.8757873895247983,0.2865671056766892,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",0
0.5655580823948891,0.8307642784133115,0.40264214338371956,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",1
0.6236674470249813,0.6016457646645391,0.844237964767379,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.5192584425548962,0.6404667901286278,0.15553300412028687,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.5030211628288062,0.7795625321467128,0.0,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",0
0.45127869605448856,0.5995331802217887,0.46057014240105393,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",1
0.5713467231515891,0.5906776481239887,0.27812207077251627,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.6693068287780981,0.6613066885502527,0.5652119601779051,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.5843230492105482,0.4885833563330847,0.33422393232137687,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.44001648361843465,0.5358639236695858,0.5735449282694972,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.4622036500626516,0.7300369128039927,0.6626707879062085,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",1
0.6987170257493639,0.5875947174972209,0.18141200292868953,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",1
0.6471664461733886,0.37006104270244927,0.5417655464242375,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",1
0.8246309973106977,0.4994965331394071,0.5799599543245961,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",0
0.3918574211522401,0.49124421596957407,0.264130735286091,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.38820935050272565,0.3825073191829615,0.5517986410281847,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.37997262374281743,0.5998072244613885,0.9006857471788839,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.5237508108370491,0.4458823174289178,0.6787722833058019,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",2
0.2805068292644169,0.6530820805801623,0.3729414447817569,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",2
0.48540924904159755,0.6582263221609064,0.6678438261141261,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.29659248287073453,0.6576068879856503,0.2724522286316322,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.6803379865577515,0.3886802191385255,0.21782037694268525,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",1
0.6434960139018152,0.42720463972142064,0.8192593467846341,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.6484044205821482,0.4260668131742773,0.6036499845479845,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.5259051020010823,0.8225285279606682,0.2710710684472647,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",0
1.0,0.4689461469101337,0.07389563106355923,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",0
0.5484798690286795,0.5120152317955486,0.25505463077719337,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.3310069884325248,0.6898393463389776,0.951590696028096,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.5392814708276689,0.5215993571184958,0.6353564887330835,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",1
0.5297164890966941,0.9195650025912092,0.46168199856290926,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",2
0.4013266743992387,0.6674518333605585,0.5702680580340703,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.818253390629688,0.4852416591426799,0.12776821718265208,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",0
0.43756384293734774,0.4815318122672236,0.48205069066927336,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.6867720303945946,0.445456260766064,0.0,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",1
0.6490265559493631,0.40722503519270326,0.21029735356718687,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
1.0,0.6340377197449876,0.5852946910776433,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.7470196560961424,0.6750170402496308,0.7753795018843429,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.5098479055015299,0.4629185054112076,0.39459730239936436,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",1
0.8697073992534117,0.4582319013701399,0.40654977988551994,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",1
0.7713696575651802,0.09964454187619065,0.3181248896782832,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",1
0.1823359177704939,0.35727231112623925,0.29866565451389626,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.5558890827856735,0.3438372559457693,0.4874700009330236,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.4243274130993171,0.3678850232157103,0.6228807710403291,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",2
0.5975435774768466,0.6903327296179135,0.272282814911059,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",1
0.5620757974146318,0.3068218151791739,0.15603485146888857,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.41598954930348064,0.5307642126153336,0.7481641486168465,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.33060503581740125,0.3654227116209465,0.8214593506784724,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.39477103455727847,0.32609282494589475,0.5985190176789963,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.6987729873955427,0.5124658018143096,0.561191619820018,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.7452614907500047,0.22602560112164605,0.005600917825011764,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",1
0.8137905167871485,0.34587539609733253,0.09083621055996172,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",1
0.9235670140381766,0.6532595144202903,0.4182223267511471,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.6020612325007177,0.49014705922294877,0.2766850607396605,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.8044887630399771,0.3658299204381745,0.6881042513454013,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.6796582123567295,0.7999330534087554,0.639781651429481,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.661342453440379,0.19327777405716334,0.5183966370303226,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.3696286276247963,0.8863633238601649,0.8803789749948547,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",2
0.8431125217714782,0.5524106361203651,0.5446154009175115,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",1
0.6714584348097912,0.5620771856848835,0.21341653429641783,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",1
0.9235610099960352,0.728842665702682,0.5025179966001225,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",1
0.6079582280587557,0.5094172030408906,0.26186601657457687,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",1
0.37494320299383366,0.6522443629095069,0.5860782251853117,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.5779167652508771,0.7491402771799848,0.7330292225571906,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",2
0.4478918409655528,0.33326023452838793,0.5758130790450786,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.8317196000889118,0.7699959300684167,0.47090969556314216,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.6391016150658944,0.5095833509221193,0.3728632962229157,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.5092876065460901,0.42438678325492524,0.5685196235467567,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.6491767241133821,0.3221141997816851,0.3941269527496093,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.39082568770782833,0.12666911020589383,0.09039406628664748,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.5788300460234782,0.7928379657857003,0.0,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",0
0.8810588763246432,0.32444384702165724,0.4164425674062231,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",1
0.5412728390958528,0.835497056736901,0.9042250686072545,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.9429108385316045,0.5571152953969251,0.8858120258742379,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.6657854050757102,1.0,0.6872828264658536,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",1
0.7744196166496544,0.47763349258313176,0.39225495976173397,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.650143664612125,0.5527970443730585,0.5740482878531956,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",1
0.25134595211302524,0.6833145337219068,0.2839557276373339,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",1
0.6151165805966018,0.4112987670855439,0.6828270086869543,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.5267501252209393,0.43302517301339993,0.48975080052534536,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.7303708819421211,0.56260047366694,0.08377182427137969,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",0
0.597782527272724,0.5058065364427292,0.4772475750135806,0.31428571428571433,1,4,"unpasteurized cream, egg powder, sulfite, artificial flavor",2
0.7705769297726939,0.3277790198164884,0.24216624956182514,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",0
0.6520050000903672,0.7989894757292891,0.40510532358730766,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",0
0.4500533898967179,0.4384542225009571,0.4101545020039602,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.5438856604519595,0.7598679221086815,0.3512761927500989,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",0
0.3235844274132985,0.6279383410640005,0.5225617004197787,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.8858896992868672,0.42555851094105646,0.9532655975152973,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",2
0.6125855245790686,0.3347509599362464,0.33461371348103,0.23333333333333336,2,3,"fish extract, sesame oil, nitrate preservative",2
0.7000047759570225,0.42556645994914843,0.7172291319102082,0.1285714285714286,2,5,"wheat flour, sugar, salt, soy lecithin, flavor",2
0.426674694521996,0.6558826814251445,0.7999543166588536,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.5427768212468768,0.37659894873531474,0.5262296894480263,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.9387914784367288,0.5160560407159244,0.5910343097818471,0.10833333333333335,0,4,"rice flour, palm oil, salt, spice",0
0.6136283918322301,0.5512033360872144,0.5986312945140951,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",2
0.65573161474365,0.6679093772071205,0.2468098079791753,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",0
0.769252103679046,0.7231937276834307,0.5465541412149111,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",2
0.8160551264866779,0.6078718313914223,0.42174637057437236,0.08333333333333333,3,4,"wheat gluten, soybean oil, stabilizer, emulsifier",1
0.07249301234650041,0.62657714727701,0.0,0.1125,3,4,"corn flour, peanut oil, whey milk powder, salt",1
0.6859552807080231,0.31751424397201394,0.34333755078663347,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.5128745763169182,0.9985840624805971,0.49957763230120383,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.6235848809148155,0.3495312038618398,0.47585996062725616,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.35434650260371825,0.49883358573183534,0.3367177393205639,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
0.5490967651534374,0.5287636138754848,0.5490868440493566,0.09285714285714287,2,4,"almond paste, sugar, cocoa butter, milk solids",2
0.4200517988395113,0.34168247347574565,0.7430294273885566,0.4142857142857143,1,4,"raw milk, sugar syrup, preservative benzoate, color",2
